ticket_id,timestamp,date,week,month,vertical,contact_reason,channel,market,resolution,handle_time_min,csat_score,first_contact_resolution,repeat_contact
CRM-000230,2025-01-16 15:17:05,2025-01-16,3,2025-01,Pay,Transfer failed,Phone,Pakistan,Resolved - Explanation,10.1,2,1,0
CRM-001641,2025-01-16 16:05:41,2025-01-16,3,2025-01,Quik,Wrong address delivery,In-App Chat,KSA,Escalated,8.4,4,0,0
CRM-000939,2025-01-16 17:53:00,2025-01-16,3,2025-01,Ride,Route deviation,Email,UAE,Resolved - Refund,12.6,4,1,0
CRM-003417,2025-01-16 17:53:49,2025-01-16,3,2025-01,Ride,App crash during ride,In-App Chat,UAE,Resolved - Coupon,3.9,4,1,0
CRM-001592,2025-01-16 19:56:55,2025-01-16,3,2025-01,Ride,App crash during ride,Phone,KSA,Escalated,33.1,3,0,0
CRM-004990,2025-01-16 19:59:21,2025-01-16,3,2025-01,Ride,Lost item,In-App Chat,Egypt,Auto-resolved,1.3,5,1,0
CRM-001850,2025-01-16 21:46:47,2025-01-16,3,2025-01,Food,Cold food,In-App Chat,UAE,Resolved - Explanation,4.5,3,1,0
CRM-000619,2025-01-16 21:57:07,2025-01-16,3,2025-01,Food,Restaurant closed,In-App Chat,Pakistan,Resolved - Refund,3.1,5,1,0
CRM-001406,2025-01-17 00:25:29,2025-01-17,3,2025-01,Quik,Expired product delivered,Email,Pakistan,Resolved - Explanation,9.8,4,1,0
CRM-001552,2025-01-17 07:46:55,2025-01-17,3,2025-01,Ride,Safety concern,Phone,Jordan,Auto-resolved,1.1,3,1,0
CRM-000528,2025-01-17 07:54:47,2025-01-17,3,2025-01,Food,Order never arrived,Email,Jordan,Resolved - Refund,25.2,3,1,0
CRM-003758,2025-01-17 08:17:12,2025-01-17,3,2025-01,Pay,Failed top-up,In-App Chat,Egypt,Auto-resolved,1.0,2,1,0
CRM-003944,2025-01-17 10:15:30,2025-01-17,3,2025-01,Quik,Substituted item not accepted,In-App Chat,UAE,Escalated,9.1,4,0,0
CRM-004168,2025-01-17 10:45:51,2025-01-17,3,2025-01,Ride,App crash during ride,Email,UAE,Resolved - Coupon,10.1,2,1,0
CRM-000328,2025-01-17 10:59:28,2025-01-17,3,2025-01,Quik,Damaged packaging,In-App Chat,Jordan,Resolved - Explanation,3.8,4,1,0
CRM-000815,2025-01-17 11:07:11,2025-01-17,3,2025-01,Food,Order never arrived,Social Media,UAE,Resolved - Coupon,16.5,5,1,0
CRM-003846,2025-01-17 12:07:06,2025-01-17,3,2025-01,Pay,Failed top-up,Phone,Pakistan,Auto-resolved,0.3,3,1,0
CRM-003153,2025-01-17 12:30:31,2025-01-17,3,2025-01,Ride,Safety concern,Email,UAE,Resolved - Refund,13.2,4,1,0
CRM-003543,2025-01-17 12:51:44,2025-01-17,3,2025-01,Quik,Missing items,In-App Chat,Jordan,Resolved - Coupon,3.5,5,1,0
CRM-000718,2025-01-17 13:33:53,2025-01-17,3,2025-01,Quik,Order cancelled by store,Email,UAE,Resolved - Refund,19.0,4,1,0
CRM-003943,2025-01-17 14:22:02,2025-01-17,3,2025-01,Food,Cold food,Phone,UAE,Escalated,16.5,4,0,1
CRM-001587,2025-01-17 14:55:44,2025-01-17,3,2025-01,Ride,Route deviation,Phone,KSA,Resolved - Refund,10.4,5,1,0
CRM-003858,2025-01-17 15:32:43,2025-01-17,3,2025-01,Ride,Driver no-show,In-App Chat,UAE,Resolved - Explanation,3.9,2,1,0
CRM-001858,2025-01-17 15:33:09,2025-01-17,3,2025-01,Food,Missing items,In-App Chat,Jordan,Resolved - Refund,3.4,3,1,0
CRM-003671,2025-01-17 16:10:07,2025-01-17,3,2025-01,Pay,Transfer failed,Phone,UAE,Auto-resolved,1.3,4,1,0
CRM-000631,2025-01-17 16:56:29,2025-01-17,3,2025-01,Ride,Safety concern,Email,Pakistan,Escalated,40.6,4,0,0
CRM-001517,2025-01-17 17:04:19,2025-01-17,3,2025-01,Ride,Cancellation fee dispute,In-App Chat,KSA,Resolved - Refund,6.8,4,1,0
CRM-002713,2025-01-17 17:14:26,2025-01-17,3,2025-01,Food,Overcharged,Phone,UAE,Resolved - Refund,6.1,3,1,0
CRM-003001,2025-01-17 17:19:49,2025-01-17,3,2025-01,Ride,Lost item,Email,Jordan,Resolved - Refund,22.4,4,1,1
CRM-000535,2025-01-17 17:37:37,2025-01-17,3,2025-01,Food,Missing items,In-App Chat,Pakistan,Resolved - Refund,6.4,4,1,0
CRM-002077,2025-01-17 19:21:12,2025-01-17,3,2025-01,Ride,Promo code not applied,Phone,Jordan,Resolved - Coupon,11.1,5,1,0
CRM-002069,2025-01-17 19:32:12,2025-01-17,3,2025-01,Ride,App crash during ride,Email,Egypt,Resolved - Explanation,25.7,4,1,0
CRM-002723,2025-01-17 19:37:41,2025-01-17,3,2025-01,Ride,App crash during ride,Phone,Jordan,Resolved - Refund,9.3,5,1,0
CRM-004301,2025-01-17 20:55:26,2025-01-17,3,2025-01,Quik,Expired product delivered,Social Media,KSA,Resolved - Refund,6.2,1,1,0
CRM-002987,2025-01-18 05:59:39,2025-01-18,3,2025-01,Food,Refund not processed,Email,Pakistan,Resolved - Refund,25.1,3,1,0
CRM-003392,2025-01-18 06:19:57,2025-01-18,3,2025-01,Food,Late delivery,In-App Chat,UAE,Resolved - Refund,7.0,3,1,0
CRM-002493,2025-01-18 07:07:09,2025-01-18,3,2025-01,Ride,App crash during ride,Phone,Jordan,Resolved - Explanation,5.8,3,1,0
CRM-002523,2025-01-18 07:26:45,2025-01-18,3,2025-01,Food,Refund not processed,In-App Chat,KSA,Escalated,10.0,3,0,0
CRM-002171,2025-01-18 07:29:46,2025-01-18,3,2025-01,Ride,Wrong fare charged,Phone,KSA,Resolved - Explanation,11.5,3,1,0
CRM-000926,2025-01-18 08:22:40,2025-01-18,3,2025-01,Pay,Failed top-up,In-App Chat,UAE,Resolved - Explanation,4.0,2,1,0
CRM-004249,2025-01-18 08:41:27,2025-01-18,3,2025-01,Pay,Wallet balance mismatch,In-App Chat,KSA,Resolved - Refund,5.0,5,1,0
CRM-004337,2025-01-18 09:37:32,2025-01-18,3,2025-01,Ride,Wrong fare charged,Phone,Jordan,Resolved - Explanation,11.0,5,1,0
CRM-001418,2025-01-18 09:51:33,2025-01-18,3,2025-01,Food,Wrong items delivered,In-App Chat,UAE,Resolved - Refund,6.8,5,1,0
CRM-001745,2025-01-18 11:21:50,2025-01-18,3,2025-01,Ride,Cancellation fee dispute,Social Media,Jordan,Pending - Follow-up,7.4,5,0,0
CRM-003819,2025-01-18 11:34:42,2025-01-18,3,2025-01,Ride,Cancellation fee dispute,Email,Pakistan,Resolved - Explanation,13.2,4,1,0
CRM-003970,2025-01-18 12:24:39,2025-01-18,3,2025-01,Ride,Driver no-show,In-App Chat,UAE,Resolved - Explanation,4.8,1,1,0
CRM-004885,2025-01-18 13:52:11,2025-01-18,3,2025-01,Quik,Damaged packaging,Phone,UAE,Resolved - Refund,6.1,4,1,0
CRM-000031,2025-01-18 14:16:02,2025-01-18,3,2025-01,Pay,Wallet balance mismatch,In-App Chat,KSA,Escalated,5.1,5,0,0
CRM-002724,2025-01-18 16:33:01,2025-01-18,3,2025-01,Food,Order never arrived,Email,UAE,Resolved - Refund,12.5,2,1,0
CRM-002460,2025-01-18 18:01:42,2025-01-18,3,2025-01,Pay,Transfer failed,Phone,KSA,Resolved - Coupon,6.2,5,1,0
CRM-000172,2025-01-18 18:49:03,2025-01-18,3,2025-01,Ride,Driver no-show,In-App Chat,Pakistan,Resolved - Refund,2.6,4,1,0
CRM-004997,2025-01-18 18:54:33,2025-01-18,3,2025-01,Quik,Damaged packaging,In-App Chat,UAE,Resolved - Explanation,6.7,3,1,0
CRM-002869,2025-01-18 18:58:47,2025-01-18,3,2025-01,Food,Cold food,In-App Chat,Pakistan,Resolved - Coupon,5.3,4,1,0
CRM-002016,2025-01-18 20:08:24,2025-01-18,3,2025-01,Pay,Unauthorized transaction,In-App Chat,Egypt,Auto-resolved,1.3,4,1,0
CRM-000382,2025-01-18 21:01:11,2025-01-18,3,2025-01,Ride,Lost item,In-App Chat,KSA,Resolved - Coupon,4.8,3,1,0
CRM-001812,2025-01-18 21:19:47,2025-01-18,3,2025-01,Ride,Driver no-show,Phone,Pakistan,Resolved - Explanation,11.3,4,1,0
CRM-004455,2025-01-18 23:12:05,2025-01-18,3,2025-01,Ride,Driver no-show,In-App Chat,KSA,Resolved - Refund,5.0,3,1,0
CRM-004049,2025-01-19 02:00:58,2025-01-19,3,2025-01,Food,Late delivery,In-App Chat,KSA,Resolved - Refund,4.6,1,1,1
CRM-001160,2025-01-19 05:20:49,2025-01-19,3,2025-01,Food,Missing items,Phone,KSA,Pending - Follow-up,11.2,4,0,0
CRM-004822,2025-01-19 05:46:19,2025-01-19,3,2025-01,Ride,Cancellation fee dispute,Phone,UAE,Resolved - Explanation,4.9,4,1,0
CRM-002764,2025-01-19 06:47:51,2025-01-19,3,2025-01,Ride,Promo code not applied,Social Media,UAE,Escalated,15.9,4,0,0
CRM-002425,2025-01-19 07:11:58,2025-01-19,3,2025-01,Quik,Expired product delivered,Phone,KSA,Resolved - Refund,4.2,3,1,1
CRM-001448,2025-01-19 08:18:24,2025-01-19,3,2025-01,Quik,Missing items,In-App Chat,KSA,Resolved - Explanation,4.6,4,1,0
CRM-000023,2025-01-19 08:53:34,2025-01-19,3,2025-01,Ride,Wrong fare charged,In-App Chat,UAE,Pending - Follow-up,6.6,5,0,0
CRM-001714,2025-01-19 08:54:13,2025-01-19,3,2025-01,Ride,Driver no-show,In-App Chat,KSA,Pending - Follow-up,5.5,5,0,0
CRM-002738,2025-01-19 10:22:02,2025-01-19,3,2025-01,Pay,Cashback not credited,In-App Chat,KSA,Resolved - Explanation,4.8,4,1,1
CRM-003011,2025-01-19 11:26:53,2025-01-19,3,2025-01,Food,Overcharged,Phone,KSA,Resolved - Coupon,6.3,4,1,0
CRM-002933,2025-01-19 12:21:04,2025-01-19,3,2025-01,Food,Restaurant closed,In-App Chat,Pakistan,Resolved - Refund,2.6,3,1,1
CRM-000459,2025-01-19 12:50:44,2025-01-19,3,2025-01,Food,Cold food,Email,KSA,Pending - Follow-up,10.5,4,0,0
CRM-000904,2025-01-19 14:53:56,2025-01-19,3,2025-01,Quik,Missing items,Email,UAE,Auto-resolved,1.1,4,1,0
CRM-003006,2025-01-19 15:45:11,2025-01-19,3,2025-01,Quik,Expired product delivered,In-App Chat,Jordan,Resolved - Refund,2.4,3,1,0
CRM-001056,2025-01-19 16:31:46,2025-01-19,3,2025-01,Food,Late delivery,Email,Pakistan,Resolved - Coupon,22.7,3,1,0
CRM-003031,2025-01-19 16:41:12,2025-01-19,3,2025-01,Pay,Wallet balance mismatch,In-App Chat,UAE,Pending - Follow-up,5.0,4,0,0
CRM-003160,2025-01-19 18:25:11,2025-01-19,3,2025-01,Ride,App crash during ride,In-App Chat,Pakistan,Resolved - Coupon,5.6,4,1,0
CRM-002709,2025-01-19 18:36:51,2025-01-19,3,2025-01,Pay,Failed top-up,Phone,UAE,Escalated,26.4,5,0,0
CRM-001978,2025-01-19 18:50:48,2025-01-19,3,2025-01,Ride,Lost item,In-App Chat,UAE,Pending - Follow-up,3.6,2,0,0
CRM-003611,2025-01-19 19:56:08,2025-01-19,3,2025-01,Ride,Lost item,Email,KSA,Resolved - Refund,24.6,3,1,0
CRM-000395,2025-01-19 20:52:23,2025-01-19,3,2025-01,Ride,Safety concern,Phone,Egypt,Resolved - Explanation,9.6,3,1,0
CRM-004265,2025-01-19 21:40:36,2025-01-19,3,2025-01,Ride,Driver no-show,In-App Chat,UAE,Resolved - Coupon,6.7,5,1,0
CRM-003848,2025-01-20 00:04:10,2025-01-20,4,2025-01,Ride,App crash during ride,Email,KSA,Resolved - Refund,10.6,4,1,0
CRM-003355,2025-01-20 07:17:15,2025-01-20,4,2025-01,Ride,App crash during ride,In-App Chat,Jordan,Pending - Follow-up,2.7,5,0,0
CRM-002177,2025-01-20 08:34:13,2025-01-20,4,2025-01,Pay,Bill payment error,Social Media,KSA,Escalated,21.7,4,0,0
CRM-004192,2025-01-20 10:12:19,2025-01-20,4,2025-01,Quik,Expired product delivered,In-App Chat,UAE,Auto-resolved,0.7,1,1,0
CRM-004597,2025-01-20 10:29:18,2025-01-20,4,2025-01,Ride,Promo code not applied,In-App Chat,KSA,Escalated,8.9,5,0,0
CRM-001694,2025-01-20 10:29:53,2025-01-20,4,2025-01,Pay,Bill payment error,Email,Jordan,Resolved - Explanation,18.2,5,1,0
CRM-002924,2025-01-20 10:35:18,2025-01-20,4,2025-01,Food,Overcharged,Email,UAE,Resolved - Explanation,23.3,1,1,0
CRM-004702,2025-01-20 10:47:28,2025-01-20,4,2025-01,Pay,Transfer failed,In-App Chat,UAE,Resolved - Coupon,6.6,4,1,0
CRM-002793,2025-01-20 11:14:43,2025-01-20,4,2025-01,Quik,Expired product delivered,Phone,Pakistan,Resolved - Coupon,7.1,4,1,0
CRM-002278,2025-01-20 11:19:07,2025-01-20,4,2025-01,Ride,Route deviation,Email,Pakistan,Resolved - Refund,23.7,4,1,0
CRM-001191,2025-01-20 11:19:59,2025-01-20,4,2025-01,Food,Restaurant closed,Email,Pakistan,Auto-resolved,1.5,5,1,1
CRM-000048,2025-01-20 11:27:42,2025-01-20,4,2025-01,Food,Missing items,In-App Chat,Jordan,Resolved - Coupon,3.0,5,1,0
CRM-001177,2025-01-20 11:56:30,2025-01-20,4,2025-01,Food,Late delivery,In-App Chat,KSA,Resolved - Explanation,3.7,4,1,0
CRM-002313,2025-01-20 12:04:20,2025-01-20,4,2025-01,Quik,Order cancelled by store,Phone,KSA,Resolved - Explanation,6.9,1,1,0
CRM-001222,2025-01-20 12:07:32,2025-01-20,4,2025-01,Pay,Failed top-up,Email,UAE,Escalated,70.0,5,0,1
CRM-003705,2025-01-20 12:11:41,2025-01-20,4,2025-01,Ride,App crash during ride,In-App Chat,Pakistan,Resolved - Refund,3.8,3,1,0
CRM-004051,2025-01-20 12:33:57,2025-01-20,4,2025-01,Quik,Damaged packaging,Social Media,Pakistan,Escalated,19.0,5,0,0
CRM-001870,2025-01-20 12:47:44,2025-01-20,4,2025-01,Quik,Substituted item not accepted,In-App Chat,UAE,Resolved - Refund,2.5,4,1,0
CRM-004760,2025-01-20 12:57:48,2025-01-20,4,2025-01,Food,Refund not processed,Email,Pakistan,Resolved - Explanation,20.2,2,1,0
CRM-000018,2025-01-20 13:13:55,2025-01-20,4,2025-01,Food,Wrong items delivered,In-App Chat,Egypt,Pending - Follow-up,6.8,5,0,0
CRM-000723,2025-01-20 14:04:40,2025-01-20,4,2025-01,Food,Overcharged,In-App Chat,Egypt,Resolved - Refund,3.6,4,1,0
CRM-000575,2025-01-20 14:06:53,2025-01-20,4,2025-01,Ride,Promo code not applied,Phone,Jordan,Auto-resolved,1.1,4,1,0
CRM-001132,2025-01-20 14:10:06,2025-01-20,4,2025-01,Food,Order never arrived,Email,Pakistan,Pending - Follow-up,25.7,3,0,0
CRM-001533,2025-01-20 14:28:35,2025-01-20,4,2025-01,Food,Restaurant closed,In-App Chat,UAE,Resolved - Coupon,5.2,3,1,0
CRM-003533,2025-01-20 14:56:10,2025-01-20,4,2025-01,Food,Overcharged,In-App Chat,Egypt,Resolved - Coupon,3.1,4,1,1
CRM-001100,2025-01-20 15:21:50,2025-01-20,4,2025-01,Ride,Driver no-show,Email,KSA,Resolved - Refund,19.5,5,1,0
CRM-004574,2025-01-20 16:24:07,2025-01-20,4,2025-01,Food,Order never arrived,In-App Chat,KSA,Resolved - Coupon,5.2,3,1,0
CRM-003752,2025-01-20 17:19:59,2025-01-20,4,2025-01,Ride,Driver no-show,In-App Chat,KSA,Auto-resolved,1.0,3,1,0
CRM-000242,2025-01-20 17:20:28,2025-01-20,4,2025-01,Food,Order never arrived,In-App Chat,Egypt,Resolved - Refund,3.9,5,1,0
CRM-000109,2025-01-20 18:41:12,2025-01-20,4,2025-01,Food,Wrong items delivered,Phone,KSA,Resolved - Coupon,10.9,5,1,0
CRM-003362,2025-01-20 19:16:17,2025-01-20,4,2025-01,Food,Restaurant closed,In-App Chat,KSA,Resolved - Explanation,5.9,3,1,0
CRM-003796,2025-01-20 20:01:05,2025-01-20,4,2025-01,Food,Cold food,Phone,Pakistan,Resolved - Explanation,4.7,3,1,0
CRM-002415,2025-01-20 20:09:02,2025-01-20,4,2025-01,Ride,Cancellation fee dispute,Email,Pakistan,Resolved - Explanation,15.2,4,1,0
CRM-004315,2025-01-20 20:17:25,2025-01-20,4,2025-01,Quik,Wrong address delivery,Phone,Pakistan,Resolved - Coupon,11.3,4,1,0
CRM-004327,2025-01-20 21:03:55,2025-01-20,4,2025-01,Pay,Failed top-up,In-App Chat,KSA,Escalated,19.0,4,0,0
CRM-004105,2025-01-21 08:50:47,2025-01-21,4,2025-01,Food,Refund not processed,In-App Chat,UAE,Escalated,8.3,3,0,0
CRM-001736,2025-01-21 08:53:29,2025-01-21,4,2025-01,Food,Missing items,In-App Chat,Jordan,Resolved - Coupon,6.9,3,1,0
CRM-001554,2025-01-21 09:04:14,2025-01-21,4,2025-01,Pay,Bill payment error,In-App Chat,UAE,Resolved - Coupon,3.3,4,1,0
CRM-003409,2025-01-21 10:10:07,2025-01-21,4,2025-01,Food,Restaurant closed,Phone,Egypt,Auto-resolved,1.0,4,1,0
CRM-003005,2025-01-21 10:11:32,2025-01-21,4,2025-01,Food,Order never arrived,Email,UAE,Resolved - Explanation,13.1,4,1,0
CRM-000381,2025-01-21 10:12:54,2025-01-21,4,2025-01,Food,Missing items,Phone,Jordan,Resolved - Coupon,6.5,4,1,0
CRM-002364,2025-01-21 10:24:53,2025-01-21,4,2025-01,Ride,Wrong fare charged,Email,UAE,Resolved - Coupon,11.5,5,1,0
CRM-001695,2025-01-21 10:36:30,2025-01-21,4,2025-01,Quik,Damaged packaging,In-App Chat,UAE,Auto-resolved,0.7,5,1,0
CRM-002825,2025-01-21 10:40:21,2025-01-21,4,2025-01,Pay,Failed top-up,In-App Chat,Egypt,Escalated,12.2,1,0,0
CRM-002078,2025-01-21 11:56:29,2025-01-21,4,2025-01,Quik,Wrong address delivery,Social Media,UAE,Resolved - Explanation,6.4,5,1,0
CRM-000963,2025-01-21 12:07:50,2025-01-21,4,2025-01,Food,Overcharged,In-App Chat,UAE,Resolved - Refund,5.5,5,1,0
CRM-004778,2025-01-21 12:39:35,2025-01-21,4,2025-01,Pay,Bill payment error,Email,KSA,Resolved - Explanation,14.6,4,1,0
CRM-002798,2025-01-21 14:26:30,2025-01-21,4,2025-01,Food,Overcharged,Social Media,UAE,Escalated,33.9,4,0,0
CRM-003184,2025-01-21 14:33:30,2025-01-21,4,2025-01,Ride,Lost item,Phone,KSA,Escalated,31.9,2,0,0
CRM-001361,2025-01-21 14:59:55,2025-01-21,4,2025-01,Quik,Order cancelled by store,Email,KSA,Resolved - Explanation,24.7,5,1,0
CRM-001826,2025-01-21 15:07:58,2025-01-21,4,2025-01,Quik,Order cancelled by store,In-App Chat,Jordan,Resolved - Refund,6.2,3,1,0
CRM-000139,2025-01-21 16:46:57,2025-01-21,4,2025-01,Ride,Lost item,In-App Chat,KSA,Resolved - Explanation,3.2,5,1,0
CRM-000988,2025-01-21 17:11:02,2025-01-21,4,2025-01,Pay,Failed top-up,In-App Chat,KSA,Escalated,12.2,5,0,0
CRM-001142,2025-01-21 17:43:45,2025-01-21,4,2025-01,Quik,Substituted item not accepted,Social Media,KSA,Resolved - Coupon,9.1,4,1,0
CRM-000731,2025-01-21 19:27:43,2025-01-21,4,2025-01,Ride,Safety concern,Social Media,UAE,Auto-resolved,1.1,4,1,0
CRM-002455,2025-01-21 19:39:58,2025-01-21,4,2025-01,Food,Refund not processed,In-App Chat,UAE,Escalated,16.3,4,0,0
CRM-003574,2025-01-21 20:23:28,2025-01-21,4,2025-01,Ride,Lost item,In-App Chat,Pakistan,Resolved - Coupon,3.3,5,1,1
CRM-004719,2025-01-21 21:34:42,2025-01-21,4,2025-01,Food,Restaurant closed,Phone,Egypt,Resolved - Refund,11.5,2,1,0
CRM-003895,2025-01-22 06:07:04,2025-01-22,4,2025-01,Food,Order never arrived,Social Media,KSA,Resolved - Refund,16.3,4,1,0
CRM-002092,2025-01-22 06:20:28,2025-01-22,4,2025-01,Quik,Wrong address delivery,Phone,UAE,Resolved - Refund,9.2,3,1,0
CRM-002026,2025-01-22 06:55:02,2025-01-22,4,2025-01,Food,Refund not processed,Email,KSA,Resolved - Coupon,18.4,4,1,0
CRM-004472,2025-01-22 07:21:41,2025-01-22,4,2025-01,Food,Refund not processed,In-App Chat,KSA,Resolved - Refund,6.7,2,1,0
CRM-004446,2025-01-22 07:59:30,2025-01-22,4,2025-01,Quik,Wrong address delivery,Email,UAE,Resolved - Refund,23.7,5,1,0
CRM-002754,2025-01-22 08:57:07,2025-01-22,4,2025-01,Ride,Cancellation fee dispute,Phone,KSA,Resolved - Refund,5.2,5,1,0
CRM-000826,2025-01-22 09:52:24,2025-01-22,4,2025-01,Food,Missing items,Phone,Pakistan,Resolved - Refund,12.4,2,1,1
CRM-004161,2025-01-22 11:03:54,2025-01-22,4,2025-01,Quik,Missing items,Social Media,UAE,Auto-resolved,0.3,1,1,0
CRM-000204,2025-01-22 12:04:19,2025-01-22,4,2025-01,Ride,Route deviation,In-App Chat,KSA,Resolved - Explanation,4.1,2,1,0
CRM-001958,2025-01-22 12:07:25,2025-01-22,4,2025-01,Quik,Substituted item not accepted,Email,Pakistan,Escalated,28.9,5,0,0
CRM-004671,2025-01-22 12:27:53,2025-01-22,4,2025-01,Quik,Substituted item not accepted,Email,Pakistan,Resolved - Explanation,13.8,5,1,0
CRM-001469,2025-01-22 12:51:44,2025-01-22,4,2025-01,Quik,Expired product delivered,In-App Chat,KSA,Resolved - Coupon,6.6,2,1,0
CRM-004091,2025-01-22 13:25:45,2025-01-22,4,2025-01,Ride,App crash during ride,Email,Pakistan,Pending - Follow-up,12.1,4,0,0
CRM-001765,2025-01-22 14:24:54,2025-01-22,4,2025-01,Food,Missing items,In-App Chat,UAE,Resolved - Refund,3.8,4,1,1
CRM-003727,2025-01-22 14:45:18,2025-01-22,4,2025-01,Ride,Cancellation fee dispute,In-App Chat,UAE,Pending - Follow-up,4.2,4,0,1
CRM-003854,2025-01-22 15:08:08,2025-01-22,4,2025-01,Food,Restaurant closed,In-App Chat,KSA,Pending - Follow-up,4.2,4,0,0
CRM-001343,2025-01-22 15:37:41,2025-01-22,4,2025-01,Quik,Late delivery,Social Media,UAE,Resolved - Refund,6.5,3,1,0
CRM-001438,2025-01-22 16:41:05,2025-01-22,4,2025-01,Quik,Expired product delivered,In-App Chat,Jordan,Pending - Follow-up,3.5,4,0,0
CRM-002799,2025-01-22 16:42:18,2025-01-22,4,2025-01,Ride,Driver no-show,Social Media,KSA,Resolved - Refund,8.9,3,1,0
CRM-000325,2025-01-22 16:53:06,2025-01-22,4,2025-01,Pay,Unauthorized transaction,Social Media,Jordan,Resolved - Coupon,8.5,4,1,0
CRM-000553,2025-01-22 17:08:15,2025-01-22,4,2025-01,Food,Overcharged,Email,Egypt,Resolved - Explanation,20.8,2,1,0
CRM-001228,2025-01-22 17:21:07,2025-01-22,4,2025-01,Ride,Wrong fare charged,Phone,Pakistan,Auto-resolved,0.3,4,1,0
CRM-000830,2025-01-22 17:27:12,2025-01-22,4,2025-01,Food,Missing items,In-App Chat,KSA,Resolved - Refund,3.7,2,1,0
CRM-004416,2025-01-22 17:33:16,2025-01-22,4,2025-01,Ride,Lost item,Phone,Pakistan,Resolved - Explanation,12.2,5,1,0
CRM-001578,2025-01-22 19:59:49,2025-01-22,4,2025-01,Ride,Route deviation,In-App Chat,KSA,Resolved - Refund,5.2,2,1,0
CRM-002234,2025-01-22 20:19:10,2025-01-22,4,2025-01,Pay,Unauthorized transaction,Email,Jordan,Resolved - Coupon,10.3,3,1,0
CRM-000846,2025-01-22 20:45:22,2025-01-22,4,2025-01,Ride,Promo code not applied,Phone,KSA,Resolved - Explanation,5.4,4,1,0
CRM-000616,2025-01-22 21:17:50,2025-01-22,4,2025-01,Ride,Driver no-show,Social Media,KSA,Resolved - Explanation,6.2,4,1,0
CRM-002035,2025-01-22 21:22:47,2025-01-22,4,2025-01,Ride,Driver no-show,Email,Pakistan,Resolved - Refund,21.2,4,1,0
CRM-002789,2025-01-22 21:42:25,2025-01-22,4,2025-01,Food,Refund not processed,Email,UAE,Auto-resolved,0.9,4,1,0
CRM-001633,2025-01-22 22:31:53,2025-01-22,4,2025-01,Ride,Safety concern,Phone,UAE,Escalated,14.3,2,0,0
CRM-004570,2025-01-22 22:46:26,2025-01-22,4,2025-01,Quik,Substituted item not accepted,In-App Chat,Jordan,Resolved - Refund,6.6,5,1,0
CRM-004113,2025-01-23 03:23:49,2025-01-23,4,2025-01,Ride,Safety concern,Phone,KSA,Pending - Follow-up,9.6,3,0,0
CRM-004307,2025-01-23 04:34:51,2025-01-23,4,2025-01,Quik,Missing items,In-App Chat,UAE,Resolved - Refund,4.5,5,1,1
CRM-004133,2025-01-23 06:55:46,2025-01-23,4,2025-01,Pay,Wallet balance mismatch,Social Media,Pakistan,Resolved - Coupon,8.8,3,1,0
CRM-000703,2025-01-23 07:08:59,2025-01-23,4,2025-01,Ride,Driver no-show,In-App Chat,Egypt,Escalated,6.7,4,0,0
CRM-004836,2025-01-23 08:16:13,2025-01-23,4,2025-01,Quik,Substituted item not accepted,Email,Pakistan,Resolved - Refund,19.0,1,1,0
CRM-004027,2025-01-23 08:22:10,2025-01-23,4,2025-01,Ride,App crash during ride,In-App Chat,KSA,Resolved - Explanation,4.6,3,1,0
CRM-000784,2025-01-23 08:49:29,2025-01-23,4,2025-01,Food,Refund not processed,In-App Chat,Egypt,Auto-resolved,0.5,3,1,1
CRM-003235,2025-01-23 11:03:18,2025-01-23,4,2025-01,Pay,Bill payment error,Email,UAE,Resolved - Explanation,18.0,5,1,0
CRM-002324,2025-01-23 11:21:48,2025-01-23,4,2025-01,Food,Refund not processed,In-App Chat,Egypt,Auto-resolved,0.1,3,1,0
CRM-002680,2025-01-23 11:24:56,2025-01-23,4,2025-01,Food,Restaurant closed,Phone,Pakistan,Resolved - Refund,10.2,4,1,0
CRM-001899,2025-01-23 13:08:52,2025-01-23,4,2025-01,Food,Wrong items delivered,In-App Chat,Pakistan,Resolved - Explanation,4.3,4,1,0
CRM-004197,2025-01-23 13:27:15,2025-01-23,4,2025-01,Food,Restaurant closed,In-App Chat,KSA,Pending - Follow-up,3.0,2,0,0
CRM-002394,2025-01-23 14:11:25,2025-01-23,4,2025-01,Ride,Cancellation fee dispute,Email,Jordan,Resolved - Coupon,24.0,4,1,0
CRM-001772,2025-01-23 14:28:19,2025-01-23,4,2025-01,Quik,Late delivery,Phone,Pakistan,Auto-resolved,1.1,1,1,0
CRM-004913,2025-01-23 14:58:45,2025-01-23,4,2025-01,Ride,App crash during ride,Phone,Pakistan,Resolved - Refund,11.8,1,1,0
CRM-003677,2025-01-23 15:10:41,2025-01-23,4,2025-01,Ride,Driver no-show,Social Media,Jordan,Pending - Follow-up,9.6,4,0,0
CRM-001790,2025-01-23 15:26:28,2025-01-23,4,2025-01,Quik,Expired product delivered,Social Media,KSA,Resolved - Coupon,6.2,3,1,0
CRM-001124,2025-01-23 15:44:14,2025-01-23,4,2025-01,Quik,Late delivery,In-App Chat,Pakistan,Resolved - Refund,2.7,4,1,1
CRM-001179,2025-01-23 15:51:12,2025-01-23,4,2025-01,Food,Restaurant closed,In-App Chat,KSA,Resolved - Explanation,3.2,5,1,0
